Number;Text;Flag
500550;You have a higher killcount than the victim and cannot claim the bounty.;Original
500551;As you kill them, you realize there is a bounty on their head! You take the head as evidence of your victory.;Original
500552;Select player to bounty:;Original
500553;Checking burners.;Original
500554;Nevystřeleno.;Modified
500555;Již vystřeleno.;Modified
500556;Naplněno.;Modified
500557;Prázdné.;Modified
500558;Cíl v krátkém dosahu.;Modified
500559;Cíl v dlouhém dosahu.;Modified
500560;Preparing to breathe.;Original
500561;Darn! Missed you!;Original
500562;Eat fiery death!;Original
500563;Causing damage.;Original
500564;Finished causing damage.;Original
500565;Gotcha!;Original
500566;Causing damage.;Original
500567;Finished causing damage.;Original
500568;Teleport se nepovedl;Modified
500569;Terrain scan complete.;Original
500570;Enter the amount by which to move terrain up.;Original
500571;Enter the amount by which to move terrain lower.;Original
500572;Enter the low end of the elevation filter:;Original
500573;Enter the high end of the elevation filter:;Original
500574;Setting of terrain type cancelled.;Original
500575;Enter the area of operation for the terrain scan, in (x, y) (x, y) format:;Original
500576;Setting of operations area cancelled.;Original
500577;Format for operations area incorrect.;Original
500578;Setting of transition type cancelled.;Original
500579;Setting of embankment type cancelled.;Original
500580;Terrain fill cancelled.;Original
500581;Enter the target elevation, then a +/- fudge factor for randomization, in the format (a, b):;Original
500582;Elevation changes cancelled.;Original
500583;Format for elevations change incorrect.;Original
500584;Terrain fill cancelled.;Original
500585;Terrain fill cancelled.;Original
500586;Nemáš dostatečné zdroje ani znalosti aby si to mohl cokoli stavět!;Modified
500587;Dvojklik na terč,aby sis procvičil své umění střílet z luků a kuší.;Modified
500588;Fire on the target and then return to the person who gave you this task.;Original
500589;Follow the arrow to complete your task.;Original
500590;Jsi duch , tohle nemůžeš dělat.;Modified
500591;Wait until it's clear!;Original
500592;Sebral jsi šípy a šipky.;Modified
500593;Na tomto musíš cvičit se střelnými zbraněmi.;Modified
500594;Nemáš žádné šípy a tak se nemůžeš procvičit.;Modified
500595;Nemáš žádné šipky a tak se nemůžeš procvičit.;Modified
500596;Bylo by lepší stát před terčem.;Modified
500597;Nestojíš ve správném směru vzhledem k cíli,abys ho mohl přesně zasáhnout.;Modified
500598;Jsi moc daleko od terče! Takto nemůžeš terč zasáhnout.;Modified
500599;Jsi příliš blízko cíle.;Modified
500600;Bylo by lepší stát před terčem.;Modified
500601;Nestojíš ve správném směru vzhledem k cíli,abys ho mohl přesně zasáhnout.;Modified
500602;Jsi moc daleko od terče! Takto nemůžeš terč zasáhnout.;Modified
500603;Jsi příliš blízko cíle.;Modified
500604;~1_name~ misses the target altogether.;Original
500605;If you have a deed, I can appraise it or buy it from you...;Original
500606;Simply hand me a deed to sell it.;Original
500607;O tohle se nezajímám.;Modified
500608;Which deed would you like appraised?;Original
500609;I can't appraise things I know nothing about...;Original
500610;Simply hand me the deed if you wish to sell it.;Original
500611;Nástroj navždy utichl.;Modified
500612;Hraješ příšerně a tak to nemá žádný účinek.;Modified
500613;Pokusil ses všechny zklidnit, ale neuspěl jsi.;Modified
500614;Slyšíš hudbu, a na chvíli jsi rozrušený.;Modified
500615;Hraješ až hypnotickou hudbu, zastavující bitvu ...;Modified
500616;Slyšíš překrásnou hudbu a vůbec nemyslíš na pokračování v boji.;Modified
500617;Na jaký nástroj chceš hrát ?;Modified
500618;To je moc daleko!;Modified
500619;Tohle není hudební nástroj!;Modified
500620;Bude chvilku trvat než zjistíš tábořiště.;Modified
500621;Tábořiště je zabezpečené.;Modified
500622;Tento předmět musí být ukraden aby si ho mohl dostat.;Modified
500623;Tento předmět musí být ukraden aby si ho mohl použít.;Modified
500624;Nemáš dost stěn pro sud.;Modified
500625;Nemáš obruče od sudu.;Modified
500626;Nemáš dno od sudu.;Modified
500627;Nepodařilo se ti vytvořit sud.;Modified
500628;Některá prkna pro stěny sudu se už nedají použít.;Modified
500629;Povedlo se ti to katastrofálně zkazit, během výroby se ztratilo velké množství materiálu.;Modified
500630;Vytvořil jsi sud a vložil k sobě do batůžku.;Modified
500631;Vytvořil jsi sud a položil ho na zem.;Modified
500632;Jsi zaneprázdněný něčím jiným.;Modified
500633;Co bys chtěl udělat ?;Modified
500634;Množství dřeva se změnilo od chvíle co jsi začal pracovat.;Modified
500635;Díky tvé výtečné dovednosti je kvalita mnohem vyšší než normálně.;Modified
500636;Tvoje dovednost drátenictví je dostatečná,aby byl předmět zamykatelný.;Modified
500637;Tvoje dovednost drátenictví je nedostatečná, aby si mohl udělat předmět uzamykatelný.;Modified
500638;Vytvořil jsi předmět a vložil ho do batohu.;Modified
500639;Vytvořil jsi předmět a vložil ho do batohu.;Modified
500640;Vytvořil si předmět a položil ho na zem.;Modified
500641;Tvoje soustředění bylo narušeno.;Modified
500642;Cíl nelze zahlédnout.;Modified
500643;Cíl je moc daleko od tebe.;Modified
500644;To get your shield, ask any of Lord Blackthorn's Guards.;Original
500645;Už nemůžeš užít některé své vybavení.;Modified
500646;Bude ti to umístěno do batohu v několika málo minutách.;Modified
500647;Nějaké vybavení ti bylo přesunuto do batůžku.;Modified
500648;Tato truhla je zamčená.;Modified
500649;KLIK;Modified
500650;REKLIK;Modified
500651;Jsi zlý, a musíš zemřít !;Modified
500652;Jsi vrah, a musíš zemřít !;Modified
500653;Utekl mi !;Modified
500654;Eeer ... díky.;Modified
500655;Opravdu doufám, že to nebylo zamýšleno jako úplatek.;Modified
500656;I'll just be keeping this.;Original
500657;How disgusting!  I'll dispose of this.;Original
500658;Eeer ... díky.;Modified
500659;Eeer ... díky.;Modified
500660;If this were the head of a murderer, I would check for a bounty.;Original
500661;I shall place this on my mantle!;Original
500662;This tasteth like chicken.;Original
500663;This tasteth just like the juicy peach I just ate.;Original
500664;Ahh!  That was the one piece I was missing!;Original
500665;Somehow, it reminds me of mother.;Original
500666;To je znamení ! Vidím v tom Elvise !;Modified
500667;Thanks, I was missing mine.;Original
500668;I'll put this in the lost-and-found box.;Original
500669;My family will eat well tonight!;Original
500670;Ah, a head!  Let me check to see if there is a bounty on this.;Original
500671;Claim house;Original
500672;Vypnul jsi krystal.;Modified
500673;Zapnul jsi krystal.;Modified
500674;Tento krystal je již navázán s tímto krystalem.;Modified
500675;Krystal byl propojen s tímto krystalem.;Modified
500676;Krystal se vybil.;Modified
500677;Tento krystal nemůže být nabit.;Modified
500678;Tento krystal je již plně nabit.;Modified
500679;Nabil jsi krystal naplno.;Modified
500680;Nabil jsi krystal.;Modified
500681;Nemůžeš použít krystal na tohle.;Modified
500682;Promiň, ale jsi už příliš zkušený, než abych tě trénoval já.;Modified
500683;Promiň, ale nemáš dost zlata na výcvik.;Modified
500684;Nemáš v batůžku dost místa, kam bys mohl jídlo dát!;Modified
500685;Nemůžeš to používat , patří to někomu jinému.;Modified
500686;Spálil si jídlo na uhel! Je nepoužitelné.;Modified
500687;Vypadá to výtečně.;Modified
500688;Hmmm, voní to dobře!;Modified
500689;Vližil si uvařené jídlo do batůžku.;Modified
500690;Na tom nemůžeš vařit.;Modified
500691;Nemůžeš brát předměty z těl starších hráčů.;Modified
500692;Some young warrior felled this, and you cannot bring yourself to take any items from the corpse.;Original
500693;You cannot loot that corpse, as you are not the one that felled it and are not yet confident its slayer has taken everything off it they desire.;Original
500694;Checking for items;Original
500695;Creating bag;Original
500696;Checking for items;Original
500697;Creating bag;Original
500698;Must have a target value!;Original
500699;Skript zkončil !!;Modified
500700;disarmed;Original
500701;reloaded;Original
500702;got message;Original
500703;switch one up;Original
500704;switch one down;Original
500705;switch two up;Original
500706;switch two down;Original
500707;switch three up;Original
500708;switch three down;Original
500709;switch four up;Original
500710;switch four down;Original
500711;switch five up;Original
500712;switch five down;Original
500713;disarmed;Original
500714;disarmed;Original
500715;Všiml sis něčeho zvláštního na rámu obrazu.;Modified
500716;Malá cedulka na spodku rámu, čteš: 3-4-1-5;Modified
500717;Malý kousek papíru je zaklíněný pod trůnem.;Modified
500718;You seem not to be able to free the note, but upon it you see the writing: 3-4-1-5.;Original
500719;jinak co ?;Modified
500720;Nemáš dost místa ve svém batohu !;Modified
500721;Cíl nelze zahlédnout.;Modified
500722;Nemáš dost místa ve svém batohu !;Modified
500723;Jako mladý hráč nebudeš moci kouzlit posilující kouzla na starší hráče.;Modified
500724;Jako mladý hráč nebudeš moci kouzlit posilující kouzla na starší hráče.;Modified
500725;Now begone with yer ugly face;Original
500726;AAA ! Dotýká se mě duch !;Modified
500727;Ye must join a faction before I can serve ye.;Original
500728;Argh!  Cursed enemy making me fetch ye things!;Original
500729;Ahhh!  Enemy Faction!!  Save me!;Original
500730;You must join a Team in order to capture this flag.;Original
500731;Ghosts cannot capture a flag.;Original
500732;This flag cannot be captured right now.;Original
500733;You cannot capture your own flag!;Original
500734;You are not close enough to capture.;Original
500735;Don't play with things you don't know about.;Original
500736;You have resigned from your faction.  You will not be able to join another faction for a while.;Original
500737;Canceled resignation.;Original
500738;Due to your propensity to kill your own teammates, you have been expelled from your faction.  You will not be able to join another faction for a while.;Original
500739;You just killed your own teammate!;Original
500740;You will be expelled from your faction if you kill one more teammate.;Original
500741;You scored a kill for your Faction!;Original
500742;You will be expelled from your faction if you kill one more of your teammates.;Original
500743;Killing your own teammates can result in expulsion from your faction.;Original
500744;You will not be able to change factions for one hour.;Original
500745;You may resign by saying 'I resign from my faction';Original
500746;Canceled teleportation.;Original
500747;You cannot currently join this faction because it is too full.  Perhaps try another faction or try again later to join this faction.;Original
500748;You are already on this faction.;Original
500749;You cannot join this faction within one hour of joining or resigning from another faction.;Original
500750;You must be a part of this faction in order to ressurect here.;Original
500751;Try holding a knife...;Original
500752;Přímo střed ! 50 bodů !;Modified
500753;Jen těsně od středu! 20 bodů;Modified
500754;10ti bodový zásah;Modified
500755;5ti boďák;Modified
500756;1 bod. Nic moc.;Modified
500757;Vedle.;Modified
500758;Select object to debug:;Original
500759;The brazier fizzes and pops, but nothing seems to happen.;Original
500760;The brazier fizzes and pops, but nothing seems to happen.;Original
500761;Heed this warning well, and use this brazier at your own peril.;Original
500762;Tato truhla je zamčená.;Modified
500763;KLIK;Modified
500764;REKLIK;Modified
500765;BUG - NOT TELEPORTING;Original
500766;Disarmed;Original
500767;Reloaded;Original
500768;Thou shant not fear, the dangers near, sword, mind and nimble feet shall clear.;Original
500769;A warrior in thee, I see, for the depths of this place should challenge thee.;Original
500770;Strong of mind, must bind, the tricks of the depths that ye shall find.;Original
500771;Nimble of feet, thou shall defeat, what traps of the depths ye mayhaps meet.;Original
500772;The dangers one must decide, they do reside, and fear might be thy only guide.;Original
500773;Crying shame, 'twas but a game, only thee might uncover the philosopher's name.;Original
500774;Tis but a shame, the secret remains, in the depths of this deep and dark domain.;Modified
500775;Fear thee well,;Original
500776;Thou canst not tell,;Original
500777;What beast shall feast,;Original
500778;Once thou hast fell.;Original
500779;Strength in thy arm,;Original
500780;Swift in thy feet,;Original
500781;Thy mind shant not flee,;Original
500782;Your fate doth swirl, I canst not see.;Original
500783;Your fate doth swirl, I canst not see.;Original
500784;Disarming;Original
500785;Reloading;Original
500786;Disarmed;Original
500787;Reloaded;Original
500788;Tyto dveře jsou zamčené.;Modified
500789;SOUND EFFECT;Original
500790;SOUND EFFECT;Original
500791;returning;Original
500792;An overwhelming stench churns your stomach.;Original
500793;Found floortile already present;Original
500794;Your counselor status has been removed.;Original
500795;without renewing until your counselor status is removed.;Original
500796;To continue being a Counselor, please re-apply to the web page;Original
500797;under Help and Guidance / Playguide / Counselors.;Original
500798;Enter OBJ_NUM, (X, Y) (X, Y);Original
500799;Object Deletion cancelled.;Original
500800;Format for operations area incorrect.;Original
500801;A sense of warmth fills your body!;Original
500802;A feeling of power surges through your veins!;Original
500803;You feel as though you've slept for days!;Original
500804;A sense of warmth fills your body!;Original
500805;A feeling of power surges through your veins!;Original
500806;You feel as though you've slept for days!;Original
500807;You feel completely rejuvinated!;Original
500808;You have the object variable I'm looking for.;Original
500809;transTo was not valid;Original
500810;No Trap Location Variable.;Original
500811;No Trap Location Variable.;Original
